"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-03-11"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"The Colburn Farmhouse","https://my.matterport.com/models/e93sSPKAqnE","Model Homes","Colburn 6S2, Regency at Manalapan - Preserve 8340","Toll Brothers","","53 Sofia Drive, Manalapan, NJ, 07726, US","Public","Not Deleted","2022-08-11","13070","8417","4569"
"The Sandhill Antilles","https://my.matterport.com/models/EAMCXghzPSU","QMI - Unstaged Homes","Sandhill 59Z, Abaco Pointe 4266","Toll Brothers","","","Public","Not Deleted","2020-07-27","1493","1048","806"
"The Arcadia Italian Villa","https://my.matterport.com/models/eAxUSWPGudN","QMI - Unstaged Homes","Arcadia 4C8, Serena at Gale Ranch 3650","Toll Brothers","","305 Arrowleaf Street, San Ramon, California, 94582, US","Public","Not Deleted","2020-05-07","864","542","363"
"The Bratton Devonshire","https://my.matterport.com/models/eCMBfSqi24Q","Model Homes","Bratton 6RR, Overlook at Town Center 4684","Toll Brothers","","807 Laurens Alley, King of Prussia, PA, 19406, US","Public","Not Deleted","2022-02-23","9254","5055","3714"
"Williamstown 3D Walkthrough","https://my.matterport.com/models/EdrByVpBpU2","Model Homes","Williamstown 78W, Edgewood at Hopkinton 4755","Toll Brothers","","24 Whalen Rd, Hopkinton, MA, 01748, US","Public","Not Deleted","2023-02-15","17585","11264","7230"
"The Amberley Glenshire","https://my.matterport.com/models/eDs4rmrdeAn","Model Homes","Amberley 5Q4, Villas at Warren 4596","Toll Brothers","","157 Mt Bethel Rd, Warren, NJ, 07059, US","Public","Not Deleted","2021-09-20","19260","11043","6896"
"The Triana Farmhouse","https://my.matterport.com/models/EEaVtek7ShL","Model Homes","Triana 4D5, Caleda by Toll Brothers 4365","Toll Brothers","","21912 E Cloud Rd, Queen Creek, AZ, 85142, US","Public","Not Deleted","2021-07-27","28724","15958","10275"
"The Yards at Old State","https://my.matterport.com/models/eEnUrcy4WTo","Model Homes","The Yards At Old State 3329","Toll Brothers","","121 S Allen Street, State College, PA, 16801, US","Public","Not Deleted","2020-09-11","99681","6404","5238"
"Design Studio","https://my.matterport.com/models/Eg3sfVA49PT","Design Studios","","Toll Brothers","","3513 Tournament Dr, Elgin, IL, 60124, US","Not Public","Not Deleted","2022-06-24","374","246","158"
"The Sandhill Elite Antilles","https://my.matterport.com/models/Ehxk8A2uxWV","QMI - Unstaged Homes","Sandhill Elite 5A0, Abaco Pointe 4266","Toll Brothers","","14827 Loggerhead Drive, Naples, FL, 34120, US","Public","Not Deleted","2020-08-06","20562","12380","8234"
"The Payton Modern Farmhouse","https://my.matterport.com/models/EiyGLLuB9Gv","Model Homes","Payton 68C, Milton Overlook 6067","Toll Brothers","","231 Milton Overlook Pass, Woodstock, GA, 30188, US","Public","Not Deleted","2021-08-21","253388","140461","73655"
"The Clubhouse at Franklin Station","https://my.matterport.com/models/Ej1BSqCuYS1","Amenities","Franklin Station 4453","Toll Brothers","","117 Segel drive, Media, PA, 19063, US","Public","Not Deleted","2022-02-01","21767","9494","7729"
"Dalea Home Site 32","https://my.matterport.com/models/eJkGjEkWYLL","HUB Unstaged Homes","Dalea 78M, Stone Creek Ranch 7203","Toll Brothers","","80397 Old Ranch Trail S, La Quinta, CA, 92253, US","Public","Not Deleted","2022-08-29","5039","2745","2033"
"The Lauren","https://my.matterport.com/models/ejkNtmkFYKP","Model Homes","Lauren 6B2, The Oaks North - Garden 4472","Toll Brothers","","5663 W Milano Dr, Meridian, ID, 83646, US","Public","Not Deleted","2021-04-06","32401","17780","11822"
"The Langford Traditional","https://my.matterport.com/models/ek2Wbisihs9","QMI - Unstaged Homes","Langford 3XF, Mason Hills 4310","Toll Brothers","","1316 Saddlespur Lane, Leander, Texas, 78641, US","Public","Not Deleted","2020-05-12","756","441","237"
"Asilo Modern Hacienda","https://my.matterport.com/models/ekj4TNeJePk","Model Homes","The Redwoods at The Meadows (6618) Asilo (6YQ)","Toll Brothers","","201 Lassen, St Lake Forest, CA, 92630, US","Public","Not Deleted","2022-12-10","4787","3181","2099"
"121 E 22nd Street - Residence S901","https://my.matterport.com/models/EKQ8NxZyrMF","Archived","121 East 22nd 4041","Toll Brothers","","121 E 22th St S901, New York, NY, 10010, US","Not Public","Not Deleted","2020-12-01","8846","6518","4597"
"The Candler","https://my.matterport.com/models/EKXiiiiP5nG","QMI - Unstaged Homes","Candler 6FS, Emerson on Krog 7607","Toll Brothers","","49 Krog St NE, Atlanta, GA, 30307, US","Public","Not Deleted","2020-11-30","1133","783","603"
"Pacific Italianate","https://my.matterport.com/models/eLVTheAmUqz","QMI - Unstaged Homes","Pacific 6BS, Westcliffe at Porter Ranch - Skyline 7372","Toll Brothers","","11800 Tudor Ct, Porter Ranch, CA, 91326, US","Public","Not Deleted","2022-10-01","12075","7819","4902"
"The Willet","https://my.matterport.com/models/EMeavAWc99j","Model Homes","Willet 6DK, Solstice at Wellen Park - Summit 7537","Toll Brothers","","12657 Pinnacle Ln, Venice, FL, 34293, US","Public","Not Deleted","2023-01-13","6661","3522","2424"
"Jersey City Guesthouse","https://my.matterport.com/models/EMXbP3ceTzL","Employee Guesthouses","","Toll Brothers","","160 Morgan St 2106, Jersey City, NJ, 07302, US","Public","Not Deleted","2023-03-25","1389","1340","942"
"The Saddlebrook Farmhouse","https://my.matterport.com/models/EqWzxFRjiJU","Model Homes","Saddlebrook 5M6, Lakeview at Grand Oaks 4590","Toll Brothers","","44 Natureland Circle St., Augustine FL 32092United States","Public","Not Deleted","2021-03-11","40054","22798","14483"
"Brennan California Craftsman","https://my.matterport.com/models/eSMZm367XLB","QMI - Unstaged Homes","Brennan 6BB, Sterling Ranch - Woodland Collection 4188","Toll Brothers","","975 E Sweet Pearl Kuna ID United States","Public","Not Deleted","2022-07-02","1203","666","483"
"Reed California Craftsman","https://my.matterport.com/models/ESZkEss6CKs","Model Homes","Reed 3W5, Cresta Del Sol - Garden 8042","Toll Brothers","","3300 N Del Sol Wy, Star, ID, 83669, US","Public","Not Deleted","2023-04-19","44","41","22"
"The Shelby Boca Raton","https://my.matterport.com/models/EtkBodmhzDo","Model Homes","Shelby 5PN, Regency at Avenir - Tradewinds Collection 4448","Toll Brothers","","9862 Regency Way, Palm Beach Gardens, FL, 33412, US","Public","Not Deleted","2021-12-25","12307","7116","4891"
"The Latimer Elite","https://my.matterport.com/models/ETn9SmrWPVo","Model Homes","Latimer Elite 5GM, Kensington Station at Metro West 4326","Toll Brothers","","44862 S Grimmer Blvd., Fremont, CA, 94538, US","Public","Not Deleted","2021-07-27","19723","12719","7813"
"The Benton Craftsman","https://my.matterport.com/models/eTnirf938rd","QMI - Unstaged Homes","Benton 5M3, Toll Brothers at Scouters Mountain 4418","Toll Brothers","","SE Cheerful Way Happy Valley Oregon 97086 United States","Public","Not Deleted","2020-04-28","4114","2238","1510"
"The Brookton Farmhouse","https://my.matterport.com/models/EttRDBxtxp8","QMI - Staged Homes","Brookton 5BU, The Oaks at Kelly Park 4504","Toll Brothers","","2424 Park Ridge Street, Apopka, FL, 32712, US","Public","Not Deleted","2020-12-16","13662","6785","4859"
"The Sullivan Modern","https://my.matterport.com/models/EtYtPKWf1Sw","QMI - Staged Homes","Sullivan 3BN, Toll Brothers at Adero Canyon - Adero 4283","Toll Brothers","","13484 North Stone View Trail, Fountain Hills, AZ, 85268, US","Public","Not Deleted","2020-05-22","4","3","3"
"The Fairholm Mediterranean","https://my.matterport.com/models/EURjJ8By2Pj","QMI - Unstaged Homes","Fairholm 4FQ, Pomona - Executive Collection 4572","Toll Brothers","","4800 Oak Landing Drive, Manvel, TX, 77578, US","Public","Not Deleted","2020-12-08","4023","3159","2149"
"The Contessa Coastal Contemporary","https://my.matterport.com/models/ex1EH43YCde","QMI - Unstaged Homes","Contessa 4X2, Estancia at Yorba Linda 6119","Toll Brothers","","4113 Haley Ln, Yorba Linda, CA, 92886, US","Public","Not Deleted","2021-01-27","213","201","114"
"The Quandary Traditional","https://my.matterport.com/models/ezCkr5RyHES","QMI - Unstaged Homes","Quandary 63F, North Hill-The Point Collection 4107","Toll Brothers","","14320 Ivanhoe St, Thornton, CO, 80602, US","Public","Not Deleted","2022-04-14","11004","6754","4744"
"Rooftop Deck and Barbecue Area at Apex at Lawrence Station","https://my.matterport.com/models/Ezp3degiK5Y","Archived","Apex at Lawrence Station 4509","Toll Brothers","","2961 Corvin Dr, Santa Clara, CA, 95051, US","Not Public","Not Deleted","2021-10-20","530","249","199"
"The Junewood Modern Farmhouse","https://my.matterport.com/models/ezu4YXxWfCB","Model Homes","Junewood 6SL, Regency at Waterside-Providence Coll. 4537","Toll Brothers","","1192 Wythe Blvd, Horsham Township, PA, 19002, US","Public","Not Deleted","2022-04-07","7389","4626","3072"
"Fraiser Prairie","https://my.matterport.com/models/f3x8cXACT5T","QMI - Unstaged Homes","Fraiser-6T9, Carriage Hill West - Woodland-4344","Toll Brothers","","12609 S Arezzo Wy,Nampa ID 83686,Unites States","Public","Not Deleted","2022-11-29","68","66","42"
"The Collins Modern Farmhouse","https://my.matterport.com/models/F6bT82ucHfR","QMI - Unstaged Homes","Collins 3W1, Sterling Ranch - Garden 4187","Toll Brothers","","1305 E Sweet Pearl St, Kuna, ID, 83634, US","Public","Not Deleted","2021-10-28","533","350","243"
"Cresthaven Modern Farmhouse","https://my.matterport.com/models/F6tcYg98kSQ","QMI - Staged Homes","Cresthaven 6RV, Regency at Folsom Ranch - Redwood 6769","Toll Brothers","","4362 Brookview Dr, Folsom, CA, 95630, US","Public","Not Deleted","2023-04-05","572","358","269"
"The Julington Traditional","https://my.matterport.com/models/f8AXqv7sdsf","QMI - Staged Homes","Julington 38U, Julington Lakes - Estate Collection 3554","Toll Brothers","","","Public","Not Deleted","2020-07-25","447","324","187"
"Spruce California Modern","https://my.matterport.com/models/F9htUCHRTSJ","Model Homes","Spruce-6UG, The Willows at The Meadows-7731","Toll Brothers","","201 Lassen, St Lake Forest, CA, 92630, US","Public","Not Deleted","2022-11-23","1402","959","668"
"The Terraces 3","https://my.matterport.com/models/Fah9bce21bF","Model Homes","Terraces 2 6K5, The Terraces 7524","Toll Brothers","","1201 W Bushell St, Anaheim, CA, 92805, US","Public","Not Deleted","2022-03-30","13043","8116","5862"
"Donley High Plains","https://my.matterport.com/models/FbCe7SqLnxn","Model Homes","Donley-6CQ, Toll Brothers at Sienna - Premier-8590","","","2014 Ironwood Pass Dr, Sienna, TX, 11923, US","Public","Not Deleted","2023-01-14","28070","16393","10860"
"Vickery Estate Collection - Vanguard","https://my.matterport.com/models/FBq6tvG88Ws","QMI - Staged Homes","Vanguard 2KZ, Vickery - Estate Collection 6023","Toll Brothers","","5100 Windsor Ln, Copper Canyon, TX, 75077, US","Public","Not Deleted","2022-05-23","21695","12397","7913"
"The Gramercy Farmhouse","https://my.matterport.com/models/fCJsW2BTZFS","Model Homes","Gramercy 5D4, Regency at Caramella Ranch - Glenwood 4027","Toll Brothers","","2438 Ivory Sage Court, Reno, NV, 89521, US","Public","Not Deleted","2020-08-27","17390","10945","6678"
"The San Ramon Tuscan","https://my.matterport.com/models/FhFcUFZHnzm","Model Homes","San Ramon 5JQ, Catalina at Stonebrook 4211","Toll Brothers","","2409 Butte Creek Drive, Sparks, NV, 89436, US","Public","Not Deleted","2020-11-24","18016","11350","6826"
"The Auburn Modern Farmhouse","https://my.matterport.com/models/fjMf1nHZ3Mt","Model Homes","Auburn 62B, Skyline 4436","Toll Brothers","","3906 Skyline Drive, Rocklin, CA, 95677, US","Public","Not Deleted","2020-10-20","69395","44967","26809"
"Regency at Manalapan Clubhouse Tour","https://my.matterport.com/models/fK7f3xaoREb","Amenities","Regency at Manalapan, 8339","Toll Brothers","","53 Sofia Dr, Manalapan Township, NJ, 07726, US","Public","Not Deleted","2023-02-28","13009","5956","4165"
"The Bridgton Craftsman","https://my.matterport.com/models/FM7Q5s8N1nc","QMI - Staged Homes","Bridgton 5BQ, The Oaks at Kelly Park 4504","Toll Brothers","","2442 Cedar Rose St., Apopka, FL, 32712, US","Public","Not Deleted","2020-09-28","42632","21252","15469"
"Beechwood Modern Hacienda","https://my.matterport.com/models/fNaF5heWBhP","Model Homes","Beechwood-6YJ, The Evergreens at The Meadows-6620","Toll Brothers","","201 Lassen, St Lake Forest, CA, 92630, US","Public","Not Deleted","2023-01-27","19356","12001","8129"
"The Erickson High Plains","https://my.matterport.com/models/fovxh1x3X1u","QMI - Unstaged Homes","Erickson 5HJ, Travisso - Capri Collection 4607","Toll Brothers","","4509 Lucabella Lane, Leander, TX, 78641, US","Public","Not Deleted","2020-09-21","20040","9333","6994"
"The Cabrini Modern","https://my.matterport.com/models/fptFX8xpCAU","Model Homes","Cabrini 5P6, Sierra at Plum Canyon 3669","Toll Brothers","","19120 Lauren Lane, Santa Clarita, CA, 91350, US","Public","Not Deleted","2020-07-25","47853","28527","16273"
"The Peletier Modern","https://my.matterport.com/models/FRHKDPZyJjT","Model Homes","Peletier 6JQ, Beacon in Estrella 4567","Toll Brothers","","15552 S 182nd Ave, Goodyear, AZ, 85338, US","Public","Not Deleted","2022-01-25","15567","6574","4869"
"The Ainsley Cascade","https://my.matterport.com/models/Fs2kkAzgYfo","QMI - Unstaged Homes","Ainsley 5F5, Legacy - Highland 4503","Toll Brothers","","7680 E Belay St, Eagle, ID, 83616, US","Public","Not Deleted","2022-03-03","1707","1105","795"
"The Lathrop Modern","https://my.matterport.com/models/FSNRjDrqAma","Model Homes","Lathrop 5J9, Montaine - Point Collection 4513","Toll Brothers","","2 Simmental Loop, Castle Rock, CO, 80104, US","Public","Not Deleted","2020-09-04","59723","34559","20372"
"The Bratton Devonshire","https://my.matterport.com/models/fSRvT3FF2Vg","Model Homes","Bratton 6RR, Toll Brothers at Northbank 7656","Toll Brothers","","3100 Schirra Ln, Philadelphia, PA, 19125, US","Public","Not Deleted","2022-03-02","11672","6332","4399"
"Birch Modern Hacienda","https://my.matterport.com/models/fsrzyjtTMpj","Model Homes","Birch 6UD, The Willows at The Meadows 7731","Toll Brothers","","201 Lassen, St Lake Forest, CA, 92630, US","Public","Not Deleted","2023-01-27","2483","1894","1380"
"The Sunningdale Modern Farmhouse","https://my.matterport.com/models/fsSr7Do14uD","QMI - Staged Homes","Sunningdale 4YR, TB @ Rolling Hills Country Club 4268","Toll Brothers","","11 Phillips Ranch Road, Rolling Hills Estates, CA, 90274, US","Public","Not Deleted","2021-01-28","22222","12100","8278"
"The Belcaro Prairie","https://my.matterport.com/models/ftAq9MGnmTv","QMI - Staged Homes","Belcaro 5FQ, Retreat at Southshore 4581","Toll Brothers","","6771 South Valleyhead Court, Aurora, CO, 80016, US","Public","Not Deleted","2020-10-29","26516","15086","10146"
"The Galer Elite Shingle","https://my.matterport.com/models/FTLvUWqzjAy","QMI - Staged Homes","Galer Elite 3AH, McGraw Square at Queen Anne 3536","Toll Brothers","","2111 9th Avenue, West Seattle, WA, 98119, US","Public","Not Deleted","2021-01-07","1797","995","651"
"The Cordova Contemporary Farmhouse","https://my.matterport.com/models/fUX3MtR5fKZ","Model Homes","Cordova 6JM, Beacon in Estrella 4567","Toll Brothers","","15552 S 182nd Ave, Goodyear, AZ, 85338, US","Public","Not Deleted","2022-01-18","43505","18121","13299"
"Toll Brothers at Skye Canyon Valera Collection - Lanzo Modern Craftsman","https://my.matterport.com/models/fVexkG1NjvT","Model Homes","Lanzo 6XY, Toll Brothers at Skye Canyon - Valera 7847","Toll Brothers","","9000 Cielo Cyn, St Las Vegas, NV, 89124, US","Public","Not Deleted","2022-10-18","20083","9332","6007"
"121E22ND - North Tower 08 Line","https://my.matterport.com/models/FvfoXweyjm5","Archived","121 East 22nd 4041","Toll Brothers City Living","","121 East 22nd Street, New York, NY, 10010, US","Not Public","Not Deleted","2020-05-16","8923","5941","4957"
"727 Twin Star Ln","https://my.matterport.com/models/FVn3sSFTf4H","Hold file/Send Backs","","Toll Brothers","","727 Twin Star Ln, Knightdale, NC, 27545, US","Not Public","Not Deleted","2022-06-16","0","0","0"
"The Sacramento Design Studio","https://my.matterport.com/models/FvSURgjfEmp","Design Studios","California - Sacramento Design Studio","Toll Brothers","","161 Parkshore Dr, Folsom, California, 95630, US","Public","Not Deleted","2021-12-08","2188","1636","669"
"The Abram Manor","https://my.matterport.com/models/fwjaqKj4qD4","QMI - Staged Homes","Abram 4Y3, Regency at Glen Ellen - Carriage Collection 3880","Toll Brothers","","13 Hattie Ln, Millis, MA, 02054, US","Public","Not Deleted","2022-02-08","91","74","26"
"The Treaty Oak Modern Farmhouse","https://my.matterport.com/models/FXiEoD5CFug","Model Homes","Treaty Oak 6JA, Esperanza 7553","Toll Brothers","","166 Prairie Clover Drive, Dripping Springs, TX, 78620, US","Public","Not Deleted","2021-06-09","32812","20880","13563"
"Yale","https://my.matterport.com/models/fxuXbj6WZD3","Model Homes","Yale 5DF, Allison Ranch - Executive Collection 7477","Toll Brothers","","5714 Margarita Pt, Parker, CO, 80134, US","Public","Not Deleted","2022-07-20","21634","13431","7931"
"Albrecht","https://my.matterport.com/models/fy7EJuJz4Cg","Model Homes","Albrecht 7SU, Toll Brothers at Hudson Landing 8243","Toll Brothers","","1 Sylvan Loop, Fishkill, NY, 12508, US","Public","Not Deleted","2022-07-15","952","611","455"
"Fonda home site 61","https://my.matterport.com/models/FZ8sHZDkbwA","HUB Unstaged Homes","Fonda-6D5 Cody Place-6147","Toll Brothers","","888 Galaxy Dr, Palm Springs, CA 92264 Palm Springs  CA","Public","Not Deleted","2023-02-15","271","155","130"
"Towns Plan 1","https://my.matterport.com/models/g4cge37igHg","QMI - Unstaged Homes","Towns 1 6K6 The Towns at 100 West 7523","Toll Brothers","","1201 W Bushell St, Anaheim, CA, 92805, US","Public","Not Deleted","2022-08-15","1731","1487","773"
"The Hyde Virginian","https://my.matterport.com/models/G4YtMAWYKy8","Model Homes","Hyde 5X0, Union Park at McLean - The Lofts 4331","Toll Brothers","","7300 Dartford Dr, McLean, VA, 22102, US","Public","Not Deleted","2021-11-05","21193","14539","9661"
"Wynn Modern Farmhouse","https://my.matterport.com/models/g522Y4E4hVp","Model Homes","Wynn 6X0, Knightdale Station 8061","Toll Brothers","","727 Twin Star Ln, Knightdale, NC, 27545, US","Public","Not Deleted","2022-06-23","15051","9451","6989"
"The Glenbrook Modern Craftsman","https://my.matterport.com/models/G6bBBEjJaFj","Model Homes","Glenbrook 6P1, Regency At Folsom Ranch - Tahoe Coll. 4390","Toll Brothers","","3561 Olive Orch Dr, Folsom, CA, 95630, US","Public","Not Deleted","2022-03-30","13144","8004","5185"
"NEW Anise Elite Modern Farmhouse","https://my.matterport.com/models/g8J4HrFgFiY","Model Homes","Anise Elite 6WJ, Cinnamon Ridge 7780","Toll Brothers","","3100 Turnstone Way, Sparks, NV, 89441, US","Public","Not Deleted","2022-10-26","9557","5940","3745"
"Reed California Craftsman","https://my.matterport.com/models/gaugGCVQmfH","QMI - Unstaged Homes","The Oaks North - Garden-4472, Reed-3W5","Toll Brothers","","5271 W Riva Capri St, Meridian, ID, 83646, US","Public","Not Deleted","2023-02-17","231","129","99"
"The Terrano Modern Farmhouse","https://my.matterport.com/models/GaZYR1Eya7k","QMI - Unstaged Homes","Terrano 466, Edison - Heritage Collection 4386","Toll Brothers","","9963 Exhibition Circle, Jacksonville, FL, 32256, US","Public","Not Deleted","2020-04-11","2047","1415","950"
"The Allia Modern Farmhouse","https://my.matterport.com/models/gB9W9eRLXDo","Model Homes","Allia 5FU, Merida at Stonebrook 4462","Toll Brothers","","7841 Navasota Drive, Sparks, NV, 89436, US","Public","Not Deleted","2020-11-18","29304","18827","11951"
"The Butte Shingle","https://my.matterport.com/models/gbnAs3dbSK8","QMI - Staged Homes","Butte 5ER, Toll Brothers at Thompson Woods 4489","Toll Brothers","","12452 NW Fernleaf Lane, Portland, OR, 97229, US","Public","Not Deleted","2020-08-07","3600","2432","1384"
"Dansfield Home Design","https://my.matterport.com/models/gBqPezBRwnj","Model Homes","The Grove at Upper Saddle River-4004, Dansfield-5W8","Toll Brothers","","30 Goldfinch Dr, Upper Saddle River, NJ, 07458, US","Public","Not Deleted","2022-12-22","12266","7424","4616"
"The Alba Elite Spanish Contemporary","https://my.matterport.com/models/gdgMcR3yiQ5","Model Homes","Alba Elite 5X8, Acadia Ridge 6784","Toll Brothers","","294 Gandara St, Las Vegas, NV, 89138, US","Public","Not Deleted","2021-06-30","46103","26222","16263"
"The Nehalem with Basement Farmhouse","https://my.matterport.com/models/gDmBVVGjVoC","QMI - Staged Homes","Nehalem w/Basement 5EU, TB at Thompson Woods 4489","Toll Brothers","","12271 NW Ashbrook Drive, Portland, OR, 97229, US","Public","Not Deleted","2021-03-06","6420","4396","2609"
"The Rylan Fairview","https://my.matterport.com/models/gDomJEKFvWB","Model Homes","Rylan 6E5, Brookmeade 6068","Toll Brothers","","8130 Wild Violet Dr, Cumming, GA, 30040, US","Public","Not Deleted","2021-08-24","103027","50608","30100"
"The Marabella Tuscan","https://my.matterport.com/models/geBNSJJM5uu","QMI - Unstaged Homes","Marabella 33J, Enclave at Yorba Linda 3781","Toll Brothers","","4177 Baylor Street, Yorba Linda, CA, 92886, US","Public","Not Deleted","2020-10-02","630","617","411"
"The Collins","https://my.matterport.com/models/geJsUrXJp6s","Model Homes","Collins 3W1, Carriage Hill West - Garden 4343","Toll Brothers","","12799 S. Farrara Way, Nampa, Idaho, 83686, US","Public","Not Deleted","2020-09-28","59437","36747","22592"
"The Duke Modern Farmhouse","https://my.matterport.com/models/gewkafDJckW","Model Homes","Duke 718, The Manors at Lake Ridge 4714","Toll Brothers","","161 Forsythia Lane, Tega Cay, SC, 29708, US","Public","Not Deleted","2020-05-14","13155","6826","3444"
"The Roland","https://my.matterport.com/models/gGBd4tHRwyX","Archived","Rowen 4H6, TB at the Settlement at Twenty MIle 4278","Toll Brothers","","61 Park Bluff Circle, Ponte Vedra, FL, 32081, US","Not Public","Not Deleted","2020-04-29","31849","18166","10723"
"Avail Farmhouse","https://my.matterport.com/models/GgbDzfahKhn","Model Homes","Avail 6Q8, Enclave at Chatham 4467","Toll Brothers","","351 Hillside Ave, Chatham Township, NJ, 07928, US","Public","Not Deleted","2022-10-08","7625","4738","3304"
"The Rosewood","https://my.matterport.com/models/GhMgBoz2U3o","Model Homes","The Evergreens at The Meadows (6620) Rosewood (6YK)","Toll Brothers","","201 Lassen, St Lake Forest, CA, 92630, US","Public","Not Deleted","2022-10-17","19286","11769","7519"
"Collins Farmhouse","https://my.matterport.com/models/giDohk2VaUg","QMI - Unstaged Homes","Collins 3W1, Carriage Hill West - Garden 4343","Toll Brothers","","11956 W Piazza St, Nampa, ID,, US","Public","Not Deleted","2022-07-26","559","281","213"
"The Coquina Coastal","https://my.matterport.com/models/gjaQLoWzCV3","Model Homes","Coquina 5MG, Sandpiper Pointe at Deerfield Beach 4148","Toll Brothers","","1832 Sandpiper Pointe Place, Deerfield Beach, FL, 33442, US","Public","Not Deleted","2021-03-12","27125","15379","10544"
"Florin","https://my.matterport.com/models/GJcptErVJrC","Model Homes","Florin-6UM, Amalyn - The Nouveau Collection-6681","","","6942 Greyswood Rd, Bethesda, MD, 20817, US","Public","Not Deleted","2023-02-11","9451","6208","4219"
"The Harglow","https://my.matterport.com/models/GJLoTYGRuKQ","Model Homes","Harglow 5HD, 370 Aleso 4395","Toll Brothers","","370 San Aleso Ave, Sunnyvale, CA, 94085, US","Public","Not Deleted","2021-10-01","5020","3302","1985"
"Graham Craftsman","https://my.matterport.com/models/gkWDsKPqhdp","QMI - Unstaged Homes","Graham 6PA, The Meadows at West Highlands - Woodland 4730","Toll Brothers","","2164 N Churchview Ave, Middleton, ID,, US","Public","Not Deleted","2022-10-31","68","43","27"
"The Delmore Elite Classic","https://my.matterport.com/models/Gm54UoaUTUc","Model Homes","Delmore Elite 6GD, Preserve at Beacon Lake 6659","Toll Brothers","","67 Loosestrife Way, St. Augustine, FL, 32095, US","Public","Not Deleted","2022-10-25","16873","8911","5694"
"The Ringwood Farmhouse","https://my.matterport.com/models/GmDub2PwzQY","QMI - Staged Homes","Ringwood 5P3,West Saddle Estates 4638","Toll Brothers","","18 Van Dyke Drive, Ho-Ho-Kus, NJ, 07423, US","Public","Not Deleted","2020-06-20","14031","6581","3595"
"The Trivento Modern Farmhouse","https://my.matterport.com/models/GMxs1nFLgDy","Model Homes","Trivento 62G, Aviano 4619","Toll Brothers","","9993 Skye Gazer Ave, Las Vegas, NV, 89166, US","Public","Not Deleted","2021-02-09","33841","17374","10854"
"The Gardenia Spanish Colonial","https://my.matterport.com/models/GmXvvk1Z9rM","QMI - Staged Homes","Gardenia 2GM,  Lakeshore - Executive Collection 3546","Toll Brothers","","8157 Topsail Pl, Winter Garden, FL, 34787, US","Public","Not Deleted","2021-01-04","1845","1299","963"
"The Wynngate Palm Beach","https://my.matterport.com/models/GpkS4N66qG7","QMI - Staged Homes","Wynngate 24J, Royal Cypress Preserve 3447","Toll Brothers","","10324 Royal Island Court, Orlando, FL, 32836, US","Public","Not Deleted","2020-12-22","2228","1097","867"
"The Dundee with Loft Contemporary","https://my.matterport.com/models/GPMDg6cFDtr","QMI - Unstaged Homes","Dundee w/Loft 6CU, Cedar Mill Landing 7549","Toll Brothers","","1255 NW 116th Ave, Portland, Oregon, 97229, US","Public","Not Deleted","2021-05-10","8857","5576","3751"
"The Sebastian Spanish Colonial","https://my.matterport.com/models/GQgbV2RjCgN","QMI - Unstaged Homes","Sebastian 3H3, Royal Cypress Preserve 3447","Toll Brothers","","10390 Angel Oak Court, Orlando, FL, 32836, US","Public","Not Deleted","2020-04-06","9022","4933","3370"
"Kalorama","https://my.matterport.com/models/GsTQU6RLSZ7","Model Homes","Kalorama 6GP, Mt. Prospect - The Windmill 7224","Toll Brothers","","12118 Hanson Farm Dr, Gaithersburg, MD, 20878, US","Public","Not Deleted","2023-03-28","61290","41275","24949"
"The Driftwood Prairie","https://my.matterport.com/models/gUXsJstM7HG","QMI - Unstaged Homes","Driftwood 56S, Harbor View at Pacifica San Juan 4346","Toll Brothers","","26324 Paseo Lluvia, San Juan Capistrano, CA, 92675, US","Public","Not Deleted","2020-06-29","328","225","147"
"The Andrew Cascade","https://my.matterport.com/models/GVJH6fLoWYV","QMI - Unstaged Homes","Andrew 3WA, Fairhaven-Woodland 4253","Toll Brothers","","17419 N Fort Hall Ave, Nampa, ID, 83687, US","Public","Not Deleted","2022-04-22","6","6","5"
"The Alta Loma Modern Farmhouse","https://my.matterport.com/models/gW3CMNg7Anz","Model Homes","Alta Loma 6H0, Hillcrest at Porter Ranch - Ridge 7183","Toll Brothers","","12401 Ridgeline Rd, Porter Ranch, CA, 91326, US","Public","Not Deleted","2021-12-13","30250","20194","13129"
"The Rockleigh","https://my.matterport.com/models/gXezNkDD5Bu","Archived","Rockledge 5JR, TB at Turf Valley - Single-Family 4612","Toll Brothers","","3103 Cavalier Wood Rd, Ellicott City, MD, 21042, US","Not Public","Not Deleted","2020-04-24","16999","9377","5277"
"The Delamar Desert Prairie","https://my.matterport.com/models/gypYuWKxNkj","Model Homes","Delamar 2KD, Regency at Summerlin - Summit Collection 6526","Toll Brothers","","6739 Regency Ridge Ct, Las Vegas, NV, 89148, US","Public","Not Deleted","2021-11-17","19079","8177","6004"
"The Rumford Modern","https://my.matterport.com/models/gYv2xWBGEvc","Model Homes","Rumford 65A, Toll Brothers at Cadence - Mosaic Coll. 4717","Toll Brothers","","10108 E Tesla Ave, Mesa, AZ, 85212, US","Public","Not Deleted","2021-04-03","22832","12789","8039"
